Comments,Sentiment,Aspect
እንደእናንተ አይነት ህዝቡን  በሆነ መንገድ የበዘበዘ የለም በጣም ስውር እና አደገኛ አካሄድ በመሄድ ህዝቡን እያዟዟራችሁ ታልቡታላችሁ ቢያንስ  የኢንተርኔት ዳታ ለህዝቡ ስትሸልሙት  የምንመራረቀው ከዛ ውጭ ለበዓል ልዩ ቅናሽ አደረኩልህ እያላችሁ ህዝቡን ባታሞኙት መልካም  ,Negative,Service
ቅናሽም ይሁን የነፃ አገልግሎት በበዓል የሰጣችሁትን በሌላ ቀን ከደንበኛው ሂሳብ ቀንሳችሁ የምትወስዱት  ቴሌ በተለይ ለገበታ ለሀገር ድጋፍ ካደረገ ወዲህ ብዝበዛው እጅግ ከፍቷል እኔ ከአንድ ዓመት ወይም ከ  ወር በፊት ተመሳሳይ አገልግሎት ተጠቅሜ በወር እስከ  ብር ነበር ወጭዬ አሁን ይህ በሁለት እጥፍ ጨምሮ እስከ  ብር ደርሷል ተጨማሪ ያረኩት ምንም አገልግሎት የለም,Negative,Price
አሪፍ ነበር ግን አይበረክትም ከልባቹ አይደለም እንዴ ቅናሽ ያደረጋችሁት ቅናሽ ያደረጋቹት ለማስታወቂያው ብቻ ነዋ አሁን ተግባብተናል መልዕክት መላኪያው ቀርቶ ዳታ ጨምሩበት እንደማንጠቀምበት አውቃቹ ነዋ ግን እናመሰግናለን ስላሰባቹልን ,Negative,Service
ይህ አይነቱ ቅናሽ ሳይሆ ጭማሬ  ይህ ሳምንት ከበፊት የስልክ የመዳወል አጠቃቀም ብዙ እጥፍ ይጨምራል  በላይ ስክዚህ ጭማሬ እንጂ ቅናሽ አይደለም የድምፅ ጭማሬው በጣም አነስተኛ ,Negative,Price
እውነት እውነት  ይሄ አሠራራችሁ ድርጅታችሁን ይበልጥ ተጠቃሚ እሚያደርግ እንጅ ማሕበረሰቡን አይደለም,Negative,Price
በጣም ይሚገርም  የሄ አሁን ቅናሽ  በላቹ  ያቀረባቹት ከነበረው በዙ ለውጥ የለውም,Negative,Service
ኢትዮ ቴሌኮም ፍትሃዊ ተቋም አይደለም ምክንያቱም በተደጋጋሚ ኔት የሚባል ነገር የለንም ብለን ጠይቀናል በተጨማሪም ሁሌም በእምቦክስ እያጨቃጨቅነችሁ  ግን ምላሽ የለም ብዙ ቀን ከማእከል ደውላችሁ የአከባቢው አቅጣጫ ጠይቃችሁ ነግሬያለሁ ሆኖም መፍትሔ የለም,Negative,Service
"ስጦታው ቢቀርብን ይሻል ነበር  አንደኛ ስጦታውን እንዳንጠቀም ያለውን ዘገምተኛ ኔት ቢዚ ታደርጋላችሁ 
ሁለተኛ ስጦታውን መጠቀም የሚቻለው ከምሽቱ    ለመሆኑ አብዛኛው የሃገራችን ህዝብ ከለሊቱ ሰዓት ምን ይሰራል ?ሰዓቱ የእንቅልፍ  ታዲያ ስጦታው ለማን   ደክሞት ለተኛው ህዝብ ወይስ ለሊት ወፎች  ፉገራ ይሉሃል እንዲህ ",Negative,Service
ለምርጫ መቀስቀሻ በየቦታው እየዞራችሁ  አደረግን እያላችሁ ህዝቡን ዋሻችሁ ኔትዎርካችሁ ስልክ ለመደዋወል እንኳን አያስችልም በዚህ ላይ ዉድ ነዉ አገልግሎታችሁ ለህዝቡ ያላችሁ ንቀትና ግድየለሽነት በጣም ያሳፍራል,Negative,Price
"ባብዛኛው  የሆነ ሂሳብ እየጎመደብን  ከግለሰቦች ግልጽ ያልሆነ ሒሳብ ይቆርጣል
በጣም በጣም ደካማ የኔትዎርክ ስስተም ግን የሞላሁትን ገንዘብ ሳልጠቀም አልቋል ይባላሉ ግሎቹ ቶሎ መጥተው በገላገሉን",Negative,Accessability 
የዋይፍይ ፍጥነት የሞተ  ቢሻሻል ብየ ሜባ ባስጨምርበት የባሠ ሆኖት አረፈው ባለሙያ ተብለው የመጡት ሠወች እንኳን ሊያስተካክሉ እንደነበረው እንኳን አላደረጉትም የሚሉት ሲያጡ ሞደምክን ቀይር ከቴሌ ካልገዛህ አሉ በነሱ መሞከሪያ ያመጡት ሞደም ካለው ምንም ለውጥ የለውም,,
ሰዉ እየተሻሻለ እና እያደገ ሥሄድ እናንተ ግን ም የተቃራኒ ሆናችሁ  ኤኼ ያስታዛዝባናል ሕዝቡን ስላስለመዳችሁ ብቻ እንዳደረጋችሁት ለማንም ግልፅ ነዉ የስጦታችሁ የጊዜ ገደብና የመጠቀሚያ ሰዓት አግባብነት የለዉም ይገርማል ኤኼን የሚያክል ትልቅ ተቋም መቶ ሚሊየን የኢትዮጵያ ህዝብን ስያታልል ም ምን ነካችሁ ,Negative,Service
ከሰጣቹህ ሰጣቹህ  የሰአት ገደቡ ለምን አስፈለገ ወይስ ሳንጠቀምበት መልሳቹህ ለመውሰድ እንዲያመቻቹህ  ሲጀመር ሰው በብዛት እሚጠቀመው ከቀኑ  ሌሊቱ ሰአት  ከሰአት ቡሃላ ሰው ይተኛል ቀንም ስራ  ይገርማል ቴሌም እንደግለሰብ ህዝብ ለማታለል ሲሞክር ማየት ያስገርማል ,Negative,Quality
"ከለላ ዓለም  አፍረካ ሀገራት ጋራ ሰነፃፀረ የኢቶ ቴሌኮም አግልግሎት ኢቶዩጰያ ውስጥ ዝረፍያ ይመስለኛል በነገራችን ላይ የእኛ ወረ ትረጉም የለውም ብቻል ብቻል በጤና ይቆዩ አግልግሎቱን ወደ ቦታ መልሱልን ትንሸ ይሻለናል እናመሰግናል ነገሮችን ከእኛ ኢኮኖሚ ጋራ እንድመጣጥን ብታደረጉልን


",,
የ ተደራሽነት በሁሉም ወረዳዎችና በጣም በርካታ ቀበሌዎች ባልተዳረሰባቸው ስለ እንዴ ጋምቤላ ያሉት ክልል ተደራሽነት ማዉራት በጣም ከባድ  ምናልባት ለምርጫ ፍጆታዉ ይደርስ ይሆናል ምናለበት በየአመቱ ምርጫ ቢኖርምክንያቱም በየመጨረሻዉ የምርጫ አመት ብዙ የልማት ስራዎችመሰረተ ልማት ድንጋዎች ይቀመጣሉ ይጀምራሉ ,Negative,Price
ቴሌ በዓለም ላይ ካሉ የስልክና የኢንተርኔት አገልግሎት አቅራቢዎች ሁሉ እጅግ በጣም ደካማ አገልግሎትና ውድ ዋጋ የሚያስከፍል  መንግስት ከሌላት ሱማሌያ በባሰ ደረጃ የደቀቀ እንደሆነ ተደጋግሞ ተወስቷል ቴሌ የሚያቀርበው አገልግሎት የምንከፍለውን ዋጋ የሚመጥን መሆኑን ለማረጋገጥ እንኳን የማይቻልበት ተቋም ,Negative,Service
 አገልግሎት አይሰጥም ይጠብቁ ይላል ከዛ ደቂቃው ያልቃል,Negative,Service
የዳታም ሆነ ዋይፋይ ኢንተርኔት አገልግሎታችሁ በጣም ዉድ ነዉ ሌላዉም አገልግሎት ቢሆን  በቅናሽ እያላችሁ የምትሸጧቸዉ የስልክ ቀፎዎች ካለዉ ገበያ ዉድ ናቸዉ እኛ ብቻ ነን ያለነዉ ብላችሁ ህዝቡን አታማሩት,Negative,Price
በጣም በጣም ያሳዝናል በዕውነት ከዚህ ትልቅ ድርጅት የማይጠበቅ ነገር  የምትሠሩት  ለተቋረጠ የ  ግልጋሎት ክፍያ መጠየቅ ቅሬታ ሲቀርብ ገቢ የተደረገ ገንዘብ አይመለስም ብሎ መናገር ጭራሽ ይባስ ብሎ ክፍያ ከተከፈለ በኋላምአንድ ሠራተኛ ልኮ ሊስተካከል ለሚችል ችግር ለቀናት መፍትሔ             ሳይገኝ ሲደወልም መጣን አሁን ቢዚ ነን ብሎ ሠው ማጉላላት  በጣም ያሳፍራል,Negative,Accessability 
አሰልቺ ነገር,Negative,Price
የ  ፕሪሚየም ጥቅል ዋጋ ፍትሃዊ አይደለም ኢትዮቴሌኮም አሁን ባለው ዋጋ ላይ አንዳንድ ማሻሻያዎችን ተግባራዊ ሊያደርግ ይገባል አመሰግናለሁ,Negative,Service
 ና  እያላቹህ ዝረፉን እንኳን ዘንቦብሽ ድሮም ጤዛ ነሽ አለ የሃገሬ ሰው  አሁንስ ካርድ መሙላት አስጠላኝ ,Negative,Price
ቀልዳችሁን አቁሙ,Negative,Price
ይቅርታ ይህን  መክፈት አልተቻለም ልንከፍት ስንሞክረው   ይጠይቃል  ምልክት ስናስገባም  ይላል ከዚህም ባሻገር   ምንድን  ፑ ምንም መክፈት አይችል,Negative,Service
 ጥሪ ምላሽ እየሰጠ አይደለም,Negative,Price
ምንም ጥቅሙ አልታየኝም,Negative,Price
ሚገርመኝ  ተብሎ የተጫነልን ሲከፈት ልተወሰነ ጊዜ ብልጭ ይልና  ይመጣል  የሚባል ጨርሶ የለም,Negative,Price
እናንተን የምንላቀቅበት ቀን ቅርብ    ወር,Negative,Quality
ወራቤ ይረሳህ አዝናለሁ,Negative,Service
አሳፋሪ  ሁለት ከተሞች ብቻ,Negative,Service
 አይሠራም አስተካክሉልን,Negative,Quality
ቴሌ  መተግበሪያዬ የተሻሻለ አይደለም ለማሻሻል እሞክራለሁ ነገር ግን አስቀድሞ   ይላል,Negative,Service
 እየሠራ አይደለም,Negative,Accessability 
መቀለዳችሁን አቁሙ         ,Negative,Accessability 
የንፉግ ስጦታ ሌሊት ታስቃላቹ አንድ አላፊነት ከሚሰማው ተቋም የማይጠበቅ ተግባር ,Negative,Service
ጥቅም የለሽ   እኛ እንቅልፍ እንፈልጋለን,Negative,Service
ምንም ኔትወርክ የለም,Negative,Service
k ልቀቁልን ዉሸታሞች,Negative,Price
እኛ እና እናንተ የሚል አግላይ መልዕክት በደንበኞች መሃል ልዩነት መፍጠር ከአንድ ትልቅ ተቋምን ከሚመራ ሰው አይጠበቅም ሃይማኖት እና ተቋማት ለየቅል ናቸው የሚያምርባቸውም ተለያይተው ሲሄዱ ,Negative,Service
እምነታችሁን በልባችሁና በቤታችሁ አርጉት የሴኩላር መንግስት ድርጅት በመጠቀም አንድን እምነት መስበክ ህገ መንግስቱን መቃረን ,Negative,Service
ኢትዮቴሌኮም የሙስሊሞች በዓል ሲሆን ራሱን እንደ ገለልተኛ አድርጎ   ብሎ የእንኳን አደረሳችሁ መልእክት ሲልክ የክርስትና እምነት ተከታዮች በዓል ሲሆን ግን ራሱን እንደ ክርስቲያን አድርጎ  እያለ  የእንኳን አደረሳችሁ መልእክት የሚልከው,Negative,Service
ውድ  ፍላጎትዎን የገለፁበት መንገድ ተገቢ አይደለም የበርካታ ሃይማኖታዊ ዓለማዊ አገሮች ባለቤት ነን   ከተለያየ ሃይማኖት የመጡ አለባበሶቻችሁ አገልግሎታችሁን የምትጠቀሙበት የንግድ ድርጅቶችም አሉ ከሁሉም የእምነት ሥርዓቶች ገለልተኝነትንና እኩል ርቀትን መጠበቅ ይኖርባችኋል,Negative,Service
ሐገራዊ ተቋም ይሕን የመሰለ የአንድን እምነት አስተምሮ የኛ ብሎ የመልካም ምኞት መግለጫ ማስተላለፉ ተቀባይነት የለውም,Negative,Service
ኧረ ቴሌዎች አደብ ግዙ እውነት በጣም እያስመረራችሁን ባላንሴን አሁን አይቼው ትንሽ ቆይቼ ስከፍተ  ብር ይጎመድብኛል ብድር አልበደር ለምንድ  ሚቆረጥብኝ ለመጠየቅ እንካን ሁሌም አገልግሎት ማግኘት አልተቻለም ኧረ ተለወጡ እውነት ሰውን በጣም እያስመረራችሁ ,Negative,Service
በቤትዎ ይቆዩ ፖኬጅ ቤት ውስጥ አይስራም ውጭ ካልወጣሁ በቀር ወይም የቤቴ ጣራ ላያ ካልወጣሁ እውነቴን  ዳታ የሚባል የለም ቴሌ ዋጋ በቀነሰ ቁጥር ጣራ መውጣት ሰለቸኝ በበኩሌ እባካችሁ የናንተ ን ቅናሽ አንፈልግም ተዉን በቃ ለምን አተዉንም ሀይ ታውቁታላችሁ ከአቅማችሁ በላይ    የሸጣችሁትን ሲም ካርድ ወይ ማስፋፌያ አድርጉ ወይ ተዉን በዚ በሽታ ጊዜ ኔትዎርክ ፍለጋ አስፓልት ላይ አታስወጡን ደሞ ስሙን ቀይሩት ይሄ በውጪ ይቆዩ ,Negative,Service
እውነት ለመናገር ታሪፉ  አይደለም ምን እንዳደረክ እንኳ ሳታውቅ   ይላል ፌክ ካለበት ኮሮና እስክሄድ እነኳ ግፍ ተው  መጋባይት  ጨምሮ  ሜባ ማድረግ እንደሚቻል የማያውቅ አለ?,Negative,Service
የ  ተጠቃሚዎችን ያላማከለ በመሆኑ ፍትሐዊ አይደለም የ ጊጋ ባይት ወርሀዊ ጥቅል  ብር  ዋጋው ቢስተካከል ጥሩ ,Negative,Service
በቤቶ ይቆዩ ጥቅል በስነስርዓት የሚሰራለት እጅ ያውጣ ይህንን ሁሉ ፕሮሰስ ለምን አስፈለገ? አሳይቶ መንሳት ንዴ,Negative,Price
የኢንተርኔት ጥቅል መግዛት አልቻልንም ምርጫ የለውም የድምፅ ብቻ ያለው ሲስተም ካለው ብትነግሩን ,Negative,Quality
ህዝብ በመሸወድ የትም አትደርሱም  ህዝብ እያጭበረበራቹ ,Negative,Price
ምስኪን ህዝብ  አሁን ይሄ ምኑ ያስደስታል ወይም በዳታና በሰዓት የሚቆረጠው የገንዘብ መጠን ካልተስተካከለ በቀር ይሄ እኮ ምንም ጥቅም የለውም የቁጥር ጨዋታና ህዝቡ የበለጠ እንዲጠቀም ተቋሙ የበለጠ ገንዘብ እንዲሰበስብ የሚያደርግ ማስታወቂያ  ይሄ ቀርቶብን ያለፍላጎታችን  እንዳደረግን ተቆጥሮ በየቀኑ ሳናውቅና ሳንፈልግ መልዕክት እየተላከ ገንዘባችን መቆረጡ በቆመልን ,Negative,Price
አዝናለሁ እንዲህ አይነት ስራ አይጠበቅም በ የስሙ ምስል በጣም ግዙፍ  ይሁን እንጂ ውጤቱ ባዶ  ,Negative,Price
መጀመርያ የኔትዎርኩን ጥራትና ፍጥነት አስተካክሉ እስከመቼ ይሆን በናንተ ጥገኞች ሆነን የምንኖር,Negative,Service
እየሰራ አይደለም የምጠቀመውም በዳታ ነበር ጎግልም ሆነ ዩትውብ መጠቀም አልቻለኩም,Negative,Service
አይሰራም ,Negative,Price
አትቀባጥሩ ከወትሮ ጭማሪ እንጂ ምንም ቅናሽ የለውም ደግሞም ለተጠቃሚው ግልፅ ያልሆነ የእንግሊዘኛ ቃል እየተጠቀማችሁ ደንበኛን እንዲወዛገብ ማድረግ ፈፅሞ ተገቢ አይደለም,Negative,Service
እኔ ግን የገረመኝ ፍሌክሲ ብለው ሰውን ለማጭበርበር የተጠቀሙት የእንግሊዘኛ ቃል  ምኑ  ግን ፍሌክሲ ያስባለው ,Negative,Quality
ኸኸኸኸኸኸ ማጭበርበር መሆኑ  ታድያ ምኑ  ከመደበኛው የተለየው,Negative,Service
እንኳን ደስ አላችሁ እኛ ደግሞ በናንተ ምክንያት ኪሳራ ውስጥ ነን,Negative,Service
ለዚ መሳካት ትልቁ ሚና እኔም ነኝ የድሀ ገንዘብ  የበዘበዛችሁት,Negative,Price
እባካችሁ ሌሎቹ ኩባንያ ለደንበኞች እርካታ እንዲሰሩ ፍቀዱላቸው ደክሞናል ኢትዮ ቴሌኮም በእርስዎ አማራጮች ላይ ልዩ ምንም ነገር የለም,Negative,Price
ሽልማቱ ቀርቶብን ምናለ ጥረን ግረን ጥሬ ቆርጥመን የምንሞላውን አየር ሰአት በሰከንድ አፈፍ የምታደርጉትን ነገር መላ ብትሉን ጨርሻለሁ አመሰግናለሁ ,Negative,Service
በአቅራበያ ባለው የቴሌ ተቋም ዘሬ ጠይቄ አገልግሎት አልጀመረም አሉኝየት ልመዝገብ ደሞ ታች ያሉትን የቴሌ ተቋም ብልሹ አሰራር ክትትል ለምን አታደርጉም የግለሰብ ተቋም ሆኗል ብል ማጋነን አይደለም,Negative,Price
ጠሩ  ግን ቴሌ ታማኝነት ላይ እየዘቀጠ መቷል ማለትም በነፃ ላኩ እያለ በየቀኑ የማያስፈልግ ማጭበርበርያ መሴጅ ሲልክ በመዋል ይህን ችግርና ሰላም ያደከመውን ህዝብ ሲሰርቅ  በሚሊየን የሚቆጠሩትንየሚውል የሚያድረው በጣም ህዝብ እያማረራችሁ  ,Negative,Price
ወድ ደንበኛችን እያሉ በማንቆለጻጸስ   አይረጋገጥም ይልቅ መሬት የወረደ ስራ ስሩ  ታሪፉን አስተካክሉት የሰው ገንዘብ አትዝረፉ የራሳችሁ ይብቃችሁ የሞላን ካርድ ሳንጠቀምበት አትውሰዱት,Negative,Service
እስካሁን በሁሉም ሪጅን እያስጀመራችሁ ስልጤ ዞን ወራቤ ከተማ ለምን ተረሳች,Negative,Price
ሲምካርዴ   ,Negative,Service
እባካችሁ እኔም ካርድ ለመሙላት ተቸግሬአለሁ ብሬ ሳላዉቅ እየተቆረጠብኝ ነዉ መላ በሉኝ,Negative,Price
ለማን አቤት እንበል,Negative,Price
አይሰራም እኮቢስተካከል አሪፍ ,Negative,Accessability 
 የትኛው ጥቅል ይህ ቅናሽ አይባልምበበዓሉ ሰበብ ካደረጋችሁ ደህና ቅናሽ አቅርቡካልሆነ ተውትቴሌ ምንጊዜም ዘራፊ ተቋም  የአለማችን ውዱ ኢንተርኔትና ድምፅ ዋጋ ኢቲዮ ቴሌኮም ,Negative,Service
እረ ምንድ እሱ የስሞኑ  በጣም በጣም እየቆጥረ  እኔ ብቻ ነኝ ወገን  አረረረረረረ ቴሌዎች በጉልበታችሁ አምላክ እዘኑልን,Negative,Price
ከ ጀምሮ ብዙ የአገልግሎት ጥራት ችግሮች አሉ ሰሞኑ የኢንተርኔት ታሪፍ ማሻሻያ ሳይደረግበት አልቀረም በጣም መቁጠር ጀምሯል ሌላው የጥቅል አገልግሎቱም ላይ ችግሮች አሉበት የተገዛው ጥቅል ሳያልቅ አገልግሎቱ ይቋረጣል እነዚህና መሰል ችግሮች ብታስተካክሉ መልካም  አላለሁ,Negative,Service
የምሰጡት አማራጭና አገልግሎቱን ለማስፋት የምታረጉት ጥረት ጥሩ ቢሆንም ጥራት ግን በጣም ይቀራቹሀል በተለይ ኢንተርኔት ላይ አገልግሎትን ገስተን ምንም ሳንጠቃም ኤክፓይድ ይሆናልና እባካቹህ አስቡበት ,Negative,Service
የጥቅል አገልግሎቱ በተለይ ዳታ በጣም  የሚቆጥረው በጣም ፈጣን ከመደኛው እጅግ ልዩነት አለው በጣም  የሚቆጥረው በተደጋጋሚ ሞኬሬዋለሁ ተመሳሳይ አገልግሎት ተጠቅሜ የሁለቱ ልየነት ግን በጣም  የሚገርመው,Negative,Price
