Comment,Sentiment,Aspect
እኔ ውጪ ሃገራት ካለው ታሪፍ አንፃር አሁንም ቢስተካከል!,Neutral,Price
ጥቅል አገልግሎት በቤትዎ ይቆዩ 24ሰዓት አገልግሎት ቢሰጥ አሪፍ ነው ከጠዋቱ12:00ሰዓት-ቀኑ 10:00ሰዓት የሚለው ቢቀር ጥሩ ነው እንደግል አስተያየት ነው,Neutral,Service
ስዉ እኮ ቤቱ እንዲቆይ መደበኛ ስልክ ላይ የተመሰረተ የድምጽና የኢንተርኔት አገልግሎት ላይ ነበር እንጂ ማበረታቻውን ማድረግ። አሁን እየተዋወቀ ያለው የጥቅል አገልግሎት ሰዉን ከቤት ለማስቀረት ምንም አስተዋጽዖ አይኖረውም።,Neutral,Service
ጥሩ አቅርቦት ነበር ግን የሰዓት ገደቡ በጣም ያስጠላል አብዛኛውን ሰው የማይመቸው ሰዓት ነው ምን አለበት የሰዓቱ ገደብ ቢነሳ ባይ ነኝ ። ,Neutral,Service
ሰዐቱ አነሰ እባካችው 24 አድርጉልን።,Neutral,Service
ቤቤትዎ ይቆዩ የኢንተርኔት ፖኬጅ አያስመርጥም ለምን የድምፅ ብቻ ነው,Neutral,Service
ጥሩ ነው ግን እኔ SMS ስለማልጠቀም አንሱልኝ,Neutral,Service
ሰአት ይጨምርልን ቢያንስ እስከምሽት 12 ሰአት ይሁንልን 2 ሰአት ጭማሪ ቢደረግ መልካም ነው,Neutral,Service
ለስጦታው እናመሰግናለን ነገር ግን የአገልግሎት ጥራት በጣም አለባችሁ እባካችሁ ለማስተካከል ሞክሩ በተለይ የኢንተርኔት አገልግሎት ለማግኘት ከሌሊቱ 5:00 በፊት በፍፁም አይሰራም የድምፅም ሆነ የኢንተርኔት አገልግሎት ቤት ውስጥ አይሰራም እና ይሄን ማስተካከል ካልቻላችሁ ሌላ ተፎካካሪ የግል      ቴሌኮም አቅራቢ ድርጅት ጨምሩ!,Neutral,Quality
መልካም ነው፣ የሶስት ቀን ያው ሶስት ቀን ነው የሚጠቅም ነገር ግን በድምፅም ሆነ በእንቴርኔት ላይ ታሪፍ ቅነሳ ይደረግ የሚል አስተያየት አለኝ!!,Neutral,Price
መጀመሪያ ከማሳወቃችሁ በፊት ሲስተሙ እንዲሰራ አድርጉ። ባላችሁት ልክ እየሰራ አይደለም። የለም።,Neutral,Service
የተሻለ ነው! አሁንም የቴሌኮም አገልግሎት በኢትዮጵያ ውድ ነው።,Neutral,Price
ውድ የቴሌኮም ሠራተኞች እኛ ባለንበት ደቡብ ምዕራብ ስጦታውን ከድምፅ ውጪ የእንተርኔት ስጦታውን ሳንጠቀም ነው የዋልነው። ችግሩን ቅረፉልን,Neutral,Service
ነፃ አገልግሎት በሚኖርበት ሰአት ሙሉ የኢትዮጲያ ህዝብ አገልግሎቱን በተመሳሳይ ሰዓት ስለሚጠቀም ኔትዋርከ እየተጨናነቀ ስለሆነ ስልክ ቁጥር እየከፋፈላችሁ ብታስጠቅሙን የተሻለ ነው 101420 ...ቤቶችን በሆነ ቀን እንዲጠቀሙ ማድረግ ሌሎቹንም እንደዛው,Neutral,Quality
ይህ ጥሩ ተግባር ሆኖ ነገር ግን እኔ እንዴ እኔ ዕለታዊ ሳምንታዊ የምባለው package ብሰተካከልልን ብበዛ አሰር ደቅቃ እንካን ሳይሞላ አልቆ ከpackege ውጪ normal ብራችንን አሞጦ የምጨርሰዉ አይቆይም ብሰካከልልን እላለሁ,Neutral,Price
ድምፅ ሰርቷል እናመሰግናለን. ሜጋ ባይቷ ግን ሿሿ ነች. ምንም አልተጠቀምኩበትም. ስጦታ ምናምን እያላቹ አታወዛግቡን,Neutral,Service
የአገልግሎት መንገዱ ጥሩ ነው ለወደፊቱ በተደጋጋሚ የምንጠቀምበት አገልግሎት ዓይነት ነው፣ ለብዙ ጊዜ የጠበቅነው ዓይነትም ነው። ነገር ግን ከሌሎች የፓኬጅ ዓይነቶች ጋር ያለመመጣጠን ሁኔታ አለ። ተለዋዋጭ (flexible) ስለሆነ ብቻ ግን ዋጋው ውድ መሆን የለበትም። እንደምታስተካክሉት ተስፋ አደርጋለሁ።,Neutral,Price
ሃሳባቹ ጥሩ ነበር ግን በገንዘብ ስናሰላው አዋጭ አይደለም,Neutral,Price
በጣም ውድ ነው። ጥቅሉ እንደ ሁኔታው የሚለዋወጥ መሆኑ ወጪው ይህን ያህል ከፍ እንዲል ሊያደርግ አይገባም። ለምሳሌ ያህል በሳምንት ውስጥ ከ15 ቢር ጋር ለ60 ደቂቃ መነጋገር እንችላለን። ይሁን እንጂ 15 birr for flexi ለ24 ሰዓት ብቻ ሳይሆን እስከ 50 ደቂቃ ዝቅተኛ ነው። ,Neutral,Price
ጥሩ ነው ግን እየተጠቀምን እንደድሮው ቀሪ ጥቅል ለማወቅ *804# እንደውልና ቀሪ ጥቅላችንን እናውቅ ነበር አሁን ግን ማወቅ አልቻልኩም,Neutral,Service
ሰው በገዛ ሀገሩ ቋንቋ አንብቦ ሊረዳው የማይችል አደናጋሪ ማብራሪያ ነው የሰጣችሁት። ይህ የሚያሳየው የአገልግሎቱ ፈጣሪዎችና አገልግሎቱን ተቀብላችሁ ለተጠቃሚ የምታደርሱት የኢትዮቴሌኮም ሰራተኞች በቋንቋ አትግባቡም ማለት ነው።,Neutral,Service
ሁሉ የኢትዮጵያ ህዝብ ምሁር ነዋ የሚመስለችሁ ደግሞም አገልግሎቱ ሁሉን የማህበረሰብ ክፍል አያመክልም ።።።።,Neutral,Service
ያቀረባችሁት አማራጭ ጥሩ ነው ነገር ግን ታሪፉ ውድ ነው ማስተካከያ ቢደረግበት ደስ ይለኛል!,Neutral,Price
ሁሉንም ያጠቃለለ ፍሌክሲ ፓኬጅ ማዘጋጀታችሁ በጣም አሪፍ ነው። ከሌሎቹ በተሻለ አሪፍ አማራጭ ነው። ግን እስካሁን ልትፈቱት ያልቻላችሁት ችግራችሁ በፓኬጅ እየተጠቀምን ያለፍቃዳችን ከቀሪ ሂሳብ የምትቆርጡት ነገር መፍትሄ ልታበጁለት ይገባል።,Neutral,Service
ሁሉንም መጠቀም መቻል ጥሩ ነው ወደፊትም በመደበኛው የጥቅል አገልግሎት ቢያካትት ለቴሌ ለተጠቃሚዎች ጥሩ ነው ግን ስጦታዎች አያጓጉም ከመደበኛ ጥቅል ታሪፍ ዝቅተኛ አይደለም ።ለማስታወቂያ አጓጊ ቢሆን ፍላጎታችንን ይጨምራል አመሰግናለሁ ።,Neutral,Service
ሌላው ነገር ደግሞ ገዝተን ተጠቅመን የጨረስነውን ፓኬጅ expired ሁኗልና ሌላ ፓኬጅ ገዝተው ይጠቀሙ እያላችሁ በቴክስት ምታጨናንቁን ለምንድነው። ,Neutral,Service
ካላጣችሁት ሀገረኛ ቋንቋ ይህን ምን አስጠቀማችሁ የኢትዮጵያ ተቋም እኮናችሁ መሰለኝ ካልተሳሳትኩኝ ቃሉ ራሱ ግራ የሚያጋባ ነዉ ...... አስቡቡበት በኢትዮጲያዊነታችን እናዉራ ኢትዮጲያዊ ቃልም ብትጠቀሙ አይሻልም ?,Neutral,Service
Dear cutomer stay safe internet package እገዛለው ብየ አስበ My ethio tel apps አውርጀ ነበረ ግን stepoch ተከትለ phone no and password አስገብቼ አጣው error This mobile number is already registered ብላ አስቸገረኝ እባካችሁ አስተካክልኝ እናመሰግናለን፡፡,Neutral,Service
ለምትሰጡት አገልግሎት እባካችሁ ክፍያው የህብረተሰቡን የመግዛት አቅም ያማከለ ይሁን!!,Neutral,Price
ለምትሰጡት አገልግሎት እባካችሁ ክፍያው የህብረተሰቡን የመግዛት አቅም ያማከለ ይሁን!!,Neutral,Price
እባካችሁ ስለ ገቢያችሁ ብቻ ሳይሆን ስለ ሠራተኞቻችሁም አስቡ። ለእርስዎ እየቀዘቀዘ እና እየዘረፉ ነው Please please.... ለራሳችን ብቻ ባናስብ።።።። በሰራተኞቻችን ቆመን እነሱን መጉዳት ይብቃን ተነቃቅተናል።።።,Neutral,Service
ጥሩ አማረጭ ግን ቶሎ expire በየደርግ... Wifi በ ቅነሽ አምጡልን 🙏,Neutral,Price
ከ 3g ወደ 4g ለማስቀየር በአካል መቅረብ አለበት የሚባለው ነገር ሌላ አማራጭ ቢኖረው,Neutral,Service
ከዚህ በፊት አስተያየት ሰጥተን አልተመለሰም እንዳቅም ባለ 5 ብርም ይኑር ብለን እኔስተካክላለን ብላችሁ ምን እንደደረሰ ብቻ ንገሩን አመሰግናለሁ !,Neutral,Price
ከእርስዎ መስማት ደስ ይላል ግን ችግሩ የእኔ ሲምካርድ ምንም አንቀሳቃሽ ኢንተርኔት የሌለው እኔ እንቅስቃሴዎች ለእኔ ከሆነ በጣም አደንቃቸዋለሁ,Neutral,Service
የአካባቢ ችግር እንጂ ይህ እኮ የኔ የግል ችግር ብቻ አይደለም ። ቦታው ላይ ተገኝታቹ ችግሩን ፍቱ,Neutral,Service
በማሕበረሰብ ኣታሳብቡ! ይልቁንስ ሴቶችን የሚያከብር መንግስት ገንቡ!!,Neutral,Service
እባክዎ ገደብ በሌለው ኢንተርኔት ላይ ያተኩሩ. ምርጥ ስልክ አለን። በግሌ ቅድመ ክፍያ እና ገደብ የለሽ እፈልጋለሁ ,Neutral,Price
አረ እባካችሁን ቴሌዎች በናንተ ስም እየተነገደ ነው,Neutral,Service
ችግሩ እኮ ኔቱ ነው ፍጥነት የለው ቅናሽ አደረጋችሁም አላደረጋችሁም ልዩነት የለውም የኔቱን ፍጥነት ጨምሩ,Neutral,Quality
በቤትዎ ይቆዩ ጥቅል እንዲቀጥል እንፈልጋለን የቴሌኮም ዘርፍ አንፃራዊ የዋጋ መሻሻል የታየበት ይህ ጥቅል ብቻ ነው ስለዚህ እንዲቀጥል እንፈልጋለን,Neutral,Price
በኢትዮ ቴሌኮሞ ብቻ ነው ሁሉም ነገር በብር የሚሰራው ምንም አይነት ከእናንተ ጋር የሚንገኛት መንገድ አልከፈታቹም ለምሳሌ ethiotelecom የእናንተን ዌብሳይት ለህዝቡ ክፍት ብታደርጉ እና ሰው መረጃ በነፃ እየገባ update እንድያረግ ብትችሉ ሰው facebook ወይም telegram ለመግባት እና         ለመጠቀም ገንዘብ ልያንሰው ይችላል እና። አመሰግናለሁ,Neutral,Service
 በዚህ መልኩ የሚያጭበረብሩ ተበራክተዋልና ለደንበኞች ግንዛቤ የሚሰጥ ነገር ቢሰራ!!,Neutral,Service
ሁሉም ተመሳሳይ ናቸው አቅምን ታሳቢ ያደረገ አዲስ ጥቅል ቢገባ 😔😔😔😔,Neutral,Service
ለሶሻል ሚዲያ ተጠቃሚው ቁጥር መጨመር የእናተ አሰተዋፅኦ ነወ። በተለይ የጥቅል አገልግሎቱን ዋጋ ብትቀንሱ በጣም ይጨምራል።,Neutral,Price
ጓደኞችን ለመጋበዝ በየተራ ነው የሚፈቅደውና ትንሽ አሰልቺ ይሆናል ስለዚህ በባች ለማድረግ ብታመቻቹት።አመሰግናለሁ,Neutral,Service
 የእንተርነት ወጋ በኢትዮጵያ በጣም ውድ ነው ቴሌ ይህን ልያስብበት ይገበል እንተርነት የሁሉም ዜጋ ተደረሽ እንድሆን ተርፉን መቀናስ አለበት የእንተርነት እና የድምጽ ጥቅል ለይ ና በሌሎችም ማሸሽያ ያደርገል ብሌን እንጣብቀለን ምክንያቱም በጣም ውድ ነው ሁሉን ያማከለ አይደለም,Neutral,Price
ጥሩ ነው በርቱ አሁንም ግን ከሌሎች ሀገር ጋር ሲነፃፀር ዋጋው ወደድ ይላል ስለዚህ ዋጋውን ቀነስ ኔትወርኩን ጨመር አድርጉት,Neutral,Price
ጥሩ አገልግሎት እና በተጨማሪም በትዕግሥት እጠብቃለሁ 1Gb ሳምንታዊ የኢንተርኔት ጥቅል. !!Thanks ethio telecom!,Neutral,Price
እባካችሁ ጥራት ያለው አገልግሎት ለመስጠት ጣሩ..,Neutral,Quality
ጥሩ ነውግን በሳምንት አንዴም ቢሆን ዓየር ሰዓት ይጠፋብናልይቺን ነገር በጥልቀት ብትመረምሩ,Neutral,Service
እኛ ካርዱ አይደለም የጨነቀን data የሚቆጥረው ተመጣጣኝ አይደለም ከኑራችን ጋር ቢያንስ ብታሻሽሉት wifi 512 kb በ 546 ምትሸጡትን 350 - 400 ብታረጉ ብዙ ተጠቃሚ ይኖራል ሁሉን ያማከለ ነው,Neutral,Price
የInternet data ስንጠቃም በጣም እየቆጠረብን ስለሆነ መፍትሄ ቢትፈልጉ ጥሩ ይመስለኛል:: ሌላው በwi fi ካልሆነ ባስተቀር በሞባይል ዳታ አንዳንድ ጠቃሚ ቪዲዮዎችን መጠቀምና አፕሊኬሽኖችን ማውረድ በጣም አልተቻለም::የዋይፋይ አክሰስ ለሌለበት የገጠር አከባቢ ቢታዝኑና ቢተስቡበት እላለሁ::የተሰጡ አሰተያዬቶችን ተቀብለናል ብቻ ከማለት ወደ ተግባር ቢትቀይሩት እንወዳችኋለን::,Neutral,Price
thank u ethio telecom. እባክዎ በስምዎ የሚያጭበረብሩ facebookers ላይ እርምጃ ይውሰዱ,Neutral,Service
ለልግስናው አድናቆት ይኑርህ ። እባክዎ በአገልግሎት ጥራት ላይ ይሰሩ - የኢንተርኔት አገናኝ ዝቅተኛ እና በአሁኑ ጊዜ በአዲስ አበባ ውስጥ የሩተር እጥረት!,Neutral,Quality
እቤት እየዋልን ስለሆነ የwifi ክፍያ ለመክፈል ትንሽ ይከብዳል ማለትም በዚ ከቀጠለ ስራም አይኖርም እና ላስገባን ሰዎች ትንሽ ብትቀንሱልን አስተያየት ብታረጉልን,Neutral,Price
ቤትዎ ይቆዩ ጥቅል አገልግሎት ቢራዘምና ወራዊ ጥቅል ብጨመርብት በጣም ጥሩ ነው።,Neutral,Price
ውድ Ethio telecom ህብረተሰቡ በብዛት ከድምፅ ጥቅል የኢንተርኔት ጥቅል ነው የሚጠቀመው እባክዎ ለህብረተሰብ ካሰቡ ኢንተርኔት ላይ ማሻሻያ ያድርጉ,Neutral,Price
መጀመሪያ በየቦታው ያሉ የማይሠሩ የኔትወርክ አንቴናዎችን መሥራት አለመሥራታቸውን በባለሙያዎቹ እንዲፈተሹና የማይሠሩም ካሉ ጥገና ተደርጎላቸው አገልግሎት እንዲሠጡ ማድረጉ ወሳኝ ይሆናል,Neutral,Service
ምድነው ሰቶ መሳት ካረጋቹ አይቀር 24ሰአት እጂ 5ብር 45ሜጋ ባይት ብገዛ ይሻለኝል,Neutral,Service
ኢትዮ ቴሌኮምቅናሹ ጥሩ ነበር ዘገችሁ እንጂ...ነገር ግን አሁንም ቢሆን ማድረጋችሁ ካልቀረ ጥቅሉ ለ 24 ሠዓት መቆየት መቻል አለበት።,Neutral,Service
በቤትዎ ይቆዩ ጥቅል አገልግሎት ጊዜ ዘሬ ነው የሚያልቀው እና ብረዘምልን ጥሩ ነው ETC💙💙,Neutral,Service
ቴሌዎች እባካችን እባካችን ገበታ መግዣውን አክቲቭ አድርጉት,Neutral,Service
ለመልካም አገልግሎታችሁ እናመሰግናለን! !ethio-tele!!,Neutral,Service
ደንበኞች ለሚያንሱት ጥይቄዎች በፍጥነት መልስ መስጠት እንዲቻል ቢመቻች ጥሩ ነው እላለሁ,Neutral,Service
ደንበኞች ለሚያንሱት ጥይቄዎች በፍጥነት መልስ መስጠት እንዲቻል ቢመቻች ጥሩ ነው እላለሁ,Neutral,Service
በአሁኑ ወቅት ለውጥ መጥቷል ነገር ግን የሚጠበቀውን ያህል አይደለም እያንዳንዱ የኢትዮ-ቴሌኮም አገልግሎት አቅራቢዎች የእርስዎን አገልግሎት ከጎረቤት ሀገራት ጋር አወዳድረው እና እያነጻጸሩ ከሆነ ከኢትዮ ቴሌኮም ባሻገር ያለው ክፍተት የት እንዳለ ታያለህ።,Neutral,Service
በጣም ደስ ይላል ።ሁለት ሲም የሚቀበሉት ሞባይሎች የሚሠራው አንዱ ብቻ ነው በነካ እጃችሁ ይህንንም ብታስተካክሉት,Neutral,Service
መልካም ብስራት ነው፡ ኢትዮጵያ ከ100 ሚሊዮን ህዝብ ያላት አንድ ቴልኮም መኖር የለባትም እና ወደ ግል ቢዞር እና ሌሎችም ቢገቡበት ባይ ነኝ፡፡,Neutral,Service
ምንም እንኳን በኢትዮጵያ ጥሩ ቢሆንም ብዙ ነገሮች ማስተካከያና መከፋፈያ ያስፈልጋቸዋል እናም እያንዳንዱ ዘርፍ በኃላፊነቱ ነገሮችን ይመረምራል።,Neutral,Service
እናመሰግናለን! telebirr app ውስጥ buy airService/package የሚለው offline መስራት ቢችል ጥሩ ይሆናል ባይ ነኝ።,Neutral,Service
የኢንርኔት ጥራትና በሁሉም ቦታ እኩል ተደራሽነትን እንዲሁም ተመጣጣኝ የሆነ ልከኛ ክፍያን አስቡበት ለመጭው የሥራ ዘመን!,Neutral,Quality
የኢንተርኔት ዋጋ መቀነስ አለበት አልቻንም!!!! 😠😠😠,Neutral,Price
እረ በዋይ ፋይ አገልግሎት ላይ ቅናሽ አድርጉ,Neutral,Price
ዋጋ ማስተካከል አለባችሁ,Neutral,Price
የብር መጠን ቀነስ ብታደርኩ ማለት መነሻው በዚው የደቅቃ መጠን አብሮው ቀነስ ማደረግ!,Neutral,Price
እንኳን አብሮ ደስ አለን ......አባካችሁ ነፃ የኢንተርኔት ስጦታ ብላችሁ ኔቶርኩን እንዳታዝጉት plc 🙏,Neutral,Service
እረ እባካችሁ ታሪፉን ቀንሱ በተለይ የdata ።,Neutral ,Price 
እንደተቋም በስርአቱ ብታስተዋውቁ እና ሀሳባችሁን ብገልፁ ጥሩ ነው ያስተዋወቃችሁበት መንገድ አንድ የfb ወጠጤ የፃፈው ነው የሚመስለው,Neutral ,Service 
ጥሩ ነው በርቱ። ኔትወርክ በጣም ያስቸግራል በደንብ ቢሰራበት ::,Neutral ,Service 
ቴሌ ወሬ አበዛ ኢንተርኔት መስመር ለመቀየር ልመና ሆነ ።ቢሮክራሲው ብሶባችኋል ።ተው በፀባይ ያዙን ተው,Neutral ,Service 
ጥሩ ነው ግን ዋጋው ማስተካከል ያስፈልጋል ውድ ነው,Neutral ,Price 
ጥሩ ነው ግን ዋጋው ማስተካከል ያስፈልጋል ውድ ነው,Neutral ,Price 
ያልተገደበ ጥቅል አገልግሎት ክፍያዉ ተሻሽሎ ብቀርብ ሁሉም ተጠቃም ብሆን በጣም ደስ ይል ነበር።,Neutral ,Price 
ጥሩ ነው ግን ዋጋው ማስተካከል ያስፈልጋል ውድ ነው,Neutral ,Price 
የ4G LTE እና WiFi ማስፋፊያ ለመስራት ጥረት አድርጉ የጥቅል አገልግሎት ውስጤ ነው,Neutral ,Service 
ሳፋሪኮም እየመጣ ነው የሚያደርገውን የዋጋ ቅናሽ አይቶ ከመሯሯጥ ከአሁኑ ብታስተካክሉ ይመረጣል ,Neutral ,Price 
ጥሩ ነው ግን ኢንተርኔት ላይ ያጋጣሚ የሳምንት ወ ይ የወር ነፃ ተጠቃሚ ባለድል የሚመቻችበት እድል ቢኖር::,Neutral ,Service 
እናመሠግናለን እለታዊ ያለገደብ ኢንተርኔት ቢዘጋጅእናመሠግናለን እለታዊ ያለገደብ ኢንተርኔት ቢዘጋጅ,Neutral ,Service 
የአንድ ቀን ያልተገደበ ያደታ ጥቅል ከኖረ አረፉ ነበር ።,Neutral ,Service 
ኧረ እንደው የኔትዎርክ ጉዳይ በጣም መሮናል እባካችሁ አስተካክሉልን,Neutral ,Service 
የሞባይል ጥቅል ቅናሽ መቅረቡ ትንሽም ቢሆን ይጠቅመናል ነገር ግን በጣም ትርፋማ ለሆነዉ ተቋም ምንም አይደለችምና ይታሰብበት!,Neutral ,Price 
ለመሸለም የግድ አዲስ ሲም ካርድ ማውጣት አያስፈልግም።ዓላማው ደንበኛን ማስደሰት ከሆነ ነባሩንም ማበረታት ይቻላል።,Neutral ,Service 
በዚህ ኑሮ ውድነት ወራዊ የተንቀሳቃሽ ዋይ ፈይ ክፍያው በዝቷል እንጅ አስቡበት።,Neutral ,Price 
ይሄ የበዓል ቅናሽ ግን ቢአንስ ከወር አንዴ ቅናሽ ብታረጉልን 🙄,Neutral ,Price 
አብዛኛው ጊዜ ማታ ላይ ጥቅል ለመግዛት ያስቸግራል ይይህንን ብታስተካክሉት,Neutral ,Service 
ከብር ይልቅ አገልግሎታቹ ደንበኛ ተኮር ,Neutral ,Service 
አብዛኛው ጊዜ ማታ ላይ ጥቅል ለመግዛት ያስቸግራል ይህንን ብታስተካክሉት,Neutral ,Service 
የቢሾፍቱ ከተማን የውሃ ክፍያ በቴሌብር አስደርጉልን እባካችሁ,Neutral ,Service 
የመብራት ክፍያንም በቴሌ ብር ክፍያ ቢጀመር ጥሩ ነበር በወረፋ መንገላታትን እና ዘመናዊ አሰራር ቢኖር መልካም ነው ,Neutral ,Service 
በቴሌ ብር የwifi ክፍያ ፈጽሜ እንኳ አልከፈልክም ብላችሁኛል።አይደለም የሌላውን የራሳችሁን ሀላፊነት በቀዳሚነት ተወጡ ።,Neutral ,Service 
ያልተገደበ ጥቅል አገልግሎት ክፍያዉ ተሻሽሎ ብቀርብ ሁሉም ተጠቃም ብሆን በጣም ደስ ይል ነበር።,Neutral ,Service 
ፓኬጅ ሲያልቅ ቶሎ የማሳወቂያ መልእክት ብትልኩ እየዘገየ ነው የሚደርሰን,Neutral ,Service 
የአርበኞችን ቀን አስመልክቶ ልዩ ጥያቄና መልስ ቢዘጋጅ,Neutral ,Service 
ጥቅሎን ይቀይሩ እየሰራልኝ አይደለም ይስተካከል,Neutral ,Service 
በተረፈ ግን ከሞባይል ካርድ ማለትም ስልካችን ላይ ያለውን ባላንስ ወደ ቴሌ ብር ማዘዋወር የምንችልበት መንገድ ቢፈጠር የበለጠ አሪፍ ይሆናል,Neutral ,Service 
ኡኡኡኡኡኡ በወር ሶስቴ ወርሀዊ ሞልቼ አልባቃኝም የልተጋዳበ ቅናሽ አርጉልን ኢስት ,Neutral ,Price 
ያልተገደበ ዳታ ለመሙላት ሂሳቡን አበዛችሁት ትንሽ ማሻሻያ ቢደረግለት ባይ ነኝ ።,Neutral ,Price 
ቴሌ ኦፕሬተር ማግኘት እንዲ የከበደው ለምንድነው።እረ ተሻሻሉ እንጂ,Neutral ,Service 
አዲሱ የማይ ኢት መተግበሪያ አይከፍትም።አፕዴት ካደረኩት በኋላ አይከፍትልኝም።ሌላ አማራጭ ካለ ብታሳውቁኝ።,Neutral ,Service 
ሜሲጅ የምትልኩትሜሴጅ በአማርኛም በግሊዘኛም ቢሆን ብዙሰውሳይረዳው ከማጥፋት ይቆጠባልባይነኝ,Neutral ,Service 
"ባካችሁ ስለ አሻምተሌ በቂ መረጃ ስጡንነጥብ ማስተላለፍ ነጥብ መቀየር ,ማብራሪያ ይሰጠን",Neutral ,Service 
በቴሌ ብር አፕ የሞላነውን ብር ወደ አየር ሰዓት ሳንቀይር እንድንጠቀም ብታደርጉልን,Neutral ,Service 
በፍጥነት ለቀቁልንና እንጠቀምበት ,Neutral ,Service 
ትንንሽ የሞባይል ስልኮች በዳታ የኢንተርኔት አገልግሎት መስጠት አቁመዋል! መፍትሄ ይፈለግለት,Neutral ,Service 
እስፖንሰር በማድረግ ብቻ ሳይሆን የከተማዋንም የኔትዎርክ ችግርም ለመፍታት ሞክሩ,Neutral ,Service 
ኧረ እንደው የኔትዎርክ ጉዳይ በጣም መሮናል እባካችሁ አስተካክሉልን,Neutral ,Service 
የምንፅፈው ከሀገር ወጥተን ነው 5G የጀመረበት ሀገር ነገር ግን 2G በአግባቡ የማሰራበት ከተማ ነው ትኩረት ይሰጠው ለህዝባችን,Neutral ,Service 
እንዲያው ቦሞቴ ከኔ ጎረቤት እየሰራ እኛ ቤት የማይሰራውን 4G+ አስተካክሉልን ,Neutral ,Service 
5G ጥሩ ነው ግን ቢያንስ የተወሰኑ ቦታዎች ቢሰራ አሪፍ ነበር,Neutral ,Service 
በጣም ደስስ ይላል እናመሰግናለን! 5G በተመረጡ ቦታዎች ብቻ ነው የሚሰራው ተብሏል ሁሉንም አካባቢዎች ማድረስ ቢቻል,Neutral ,Service 
መቸም ታሪፉ ቅናሽ መሆን አለበት🤔 ካልሆነ ግን ከ3G ንቅንቅ አልልም ። 4G ራሱ የማላየውን video buffer አድሮጎ dataየን ጨረሰው።,Neutral ,Service 
ኧረ pls 3G ራሱ እየሰራልን አይደለም።😣 5G ምናምን እያላችሁ ሙድ አትያዙብን 😣,Neutral ,Service 
ኧረ4Gን አልቻንውም እንኳን 5G ሆኖ ምን አስባችው ነው ወይ ዳታ ላይ መጠነኛ አድርጉት ጥቅል አገልግሎት ላይ 5ብር ቢያንስ 100mb አድርጉልን,Neutral ,Price 
 ቴሌኮምበቴክኖሎጅ እራሱን እያዘመነ የመሆኑን ያህል የሠራተኞቹን የአገልጋይነት እሳቤ ለማሳደግ መስራት ይጠበቅበታል።,Neutral ,Service 
ጥቡን እንዴት እንደምንሰበስብ ጭራሽ ያልገባን ሰዎች ስላለን በአሸም ቴሌ ላይ ተጨማሪ ማብራሪያ ብትሰጡ አሪፍ ነው።,Neutral ,Service 
እኔ አሰራሩ አልገባኝም እንጂ አሻሞ ከተመዘገብኩ ቆየሁ!!!,Neutral ,Service 
ገጠሩ አካባቢ የኔት ወርክ ተጠቃሚ አደለም እንኳን ዳታ ሊጠቀም ይቅርና የድምፅ አገልግሎት በስረአት እያገኘ አደለም እነዚን ስራዎች ቢሰሩ ጥሩ ነው,Neutral ,Service 
"የተከበረችሁ ወደ etho telcom ሰለ አሻሞ application ህደቱን ብታስረዱን ደስ ይለናል, tank u!",Neutral ,Service 
ብዙ ጊዜ my ethiotel application ስልክ ይመርጣል ዬሄ ጥቅል *999# ቢደረግስ ባይ ነኝ,Neutral ,Service 
የተማሪዎች ጥቅል ሀሪፍ ነበር ነገር ግን ጥቅሉን መቀየር ባለመቻሉ እና ሌሊት ብቻ መሆኑ አልጠቀመንም።,Neutral ,Service 
የተጀመረው አገልግሎት ደስ የሚል እና የሚበረታታ ነው ነገር ግን የሚበረከተው ስጦታ የድምፅና የመልክት ጥቅል ወደ ኢንተርኔት ብትቀይሩል ይለናል።,Neutral ,Service 
እናመሰግናለን!! ለመግዛት ወደ ተሌ መሄድ ቀርቶ ለላ ዘደ ብፈጠርልን።,Neutral ,Service 
የተማሪዎች ጥቅል ለመግዛት  ሰልፉ መከራ ነው ተማሪ እንደመሆናችን መጠን በ ሰዓታችን ልንገለገል ይገባል,Neutral ,Service 
ጥቅሉ አሪፍ ሆኖ ጥቅል ለመግዛት ስንሄድ አዲስ sim ካለዋጣቹ አይቻልም ,Neutral ,Service 
ከድምፅ ወደ ደታ እዴት ነው ምቀየረው እባከችሁ ከድምፅ ወደ ደታ እዴት ነው ምቀየረው እባከችሁ ተበባሩኝ,Neutral ,Service 
ለወረሀዊ የተገዛው ጥቅል ተጨማሪው ከሌሊቱ 6:00-ጧቱ 12:00 ሰአት ላይ ብቻ ስለሆነ የሚሰራው ቀን ላይ እንድንጠቀምበት አድርጉን።  ,Neutral ,Service 
ዓመተ ምህረቱ ቢጠቀስ ከየት ተነስተን የት ደረሥን ለሚለው ማጣቀሻ ይሆን ነበር,Neutral ,Service 
የተማሪዎች የጥቅል አግልግሎት ማስተላለፍ እንዲቻል እድርጉልን።,Neutral ,Service 
የመብራት ክፍያንም በቴሌ ብር ክፍያ ቢጀመር ጥሩ ነበር በወረፋ መንገላታትን እና ዘመናዊ አሰራር ቢኖር መልካም ነው እላለው,Neutral ,Service 
ቴሌ ኦፕሬተር ማግኘት እንዲ የከበደው ለምንድነው።እረ ተሻሻሉ እንጂ,Neutral ,Service 
